order_id,customer_id,restaurant_id,order_date,gross_order_value,coupon_id,discount_amount,net_order_value,delivery_fee,food_cost,order_status,payment_method,estimated_zomato_revenue,estimated_profit,order_type,order_month,order_day,order_hour
1990.0,275,17,2025-05-08,605.4,,0.0,605.4,55.0,316.27,Delivered,Cash,176.08,144.08,Non-Coupon Order,2025-05,Thursday,0
1991.0,63,26,2025-04-19,462.9,,0.0,462.9,45.0,283.55,Delivered,Wallet,160.73,128.73,Non-Coupon Order,2025-04,Saturday,0
1992.0,138,19,2025-05-13,308.27,,0.0,308.27,25.0,170.3,Delivered,Cash,92.82,60.82,Non-Coupon Order,2025-05,Tuesday,0
1993.0,34,13,2025-09-07,238.85,,0.0,238.85,0.0,134.19,Delivered,Wallet,52.55,20.55,Non-Coupon Order,2025-09,Sunday,0
1995.0,219,24,2025-02-28,255.52,,0.0,255.52,0.0,133.58,Delivered,Card,51.1,19.1,Non-Coupon Order,2025-02,Friday,0
1996.0,260,9,2025-09-15,484.88,,0.0,484.88,25.0,262.25,Delivered,Cash,112.28,80.28,Non-Coupon Order,2025-09,Monday,0
1997.0,220,19,2025-04-13,287.21,,0.0,287.21,35.0,171.25,Delivered,Wallet,98.19,66.19,Non-Coupon Order,2025-04,Sunday,0
1998.0,177,29,2025-05-18,332.39,,0.0,332.39,35.0,211.11,Delivered,Upi,108.13,76.13,Non-Coupon Order,2025-05,Sunday,0
1999.0,23,6,2025-05-19,242.26,,0.0,242.26,0.0,139.21,Delivered,Card,48.45,16.45,Non-Coupon Order,2025-05,Monday,0
2000.0,156,30,2025-01-24,763.96,,0.0,763.96,55.0,440.82,Delivered,Wallet,207.79,175.79,Non-Coupon Order,2025-01,Friday,0
2001.0,237,29,2025-03-01,381.03,,0.0,381.03,35.0,232.83,Delivered,Wallet,118.83,86.83,Non-Coupon Order,2025-03,Saturday,0
2002.0,218,3,2025-12-30,532.2,,0.0,532.2,55.0,330.5,Delivered,Upi,188.05,156.05,Non-Coupon Order,2025-12,Tuesday,0
2003.0,36,21,2025-02-25,1157.93,,0.0,1157.93,45.0,675.25,Delivered,Cash,253.43,221.43,Non-Coupon Order,2025-02,Tuesday,0
2004.0,81,12,2025-03-31,991.99,,0.0,991.99,25.0,565.22,Delivered,Cash,273.0,241.0,Non-Coupon Order,2025-03,Monday,0
2005.0,25,22,2025-09-25,351.13,,0.0,351.13,55.0,203.87,Delivered,Cash,142.78,110.78,Non-Coupon Order,2025-09,Thursday,0
2006.0,230,23,2025-10-16,354.75,,0.0,354.75,25.0,220.59,Delivered,Cash,88.85,56.85,Non-Coupon Order,2025-10,Thursday,0
2007.0,11,8,2025-03-30,1012.29,,0.0,1012.29,45.0,559.33,Delivered,Card,247.46,215.46,Non-Coupon Order,2025-03,Sunday,0
2008.0,285,2,2025-08-01,490.56,,0.0,490.56,45.0,264.32,Delivered,Upi,133.3,101.3,Non-Coupon Order,2025-08,Friday,0
2009.0,71,22,2025-01-06,456.3,,0.0,456.3,0.0,253.29,Delivered,Wallet,114.08,82.08,Non-Coupon Order,2025-01,Monday,0
2011.0,120,30,2025-06-10,354.84,,0.0,354.84,25.0,226.71,Delivered,Upi,95.97,63.97,Non-Coupon Order,2025-06,Tuesday,0
2012.0,88,4,2025-12-04,442.93,,0.0,442.93,55.0,232.07,Delivered,Card,134.73,102.73,Non-Coupon Order,2025-12,Thursday,0
2013.0,234,2,2025-09-10,459.17,,0.0,459.17,55.0,280.89,Delivered,Cash,137.65,105.65,Non-Coupon Order,2025-09,Wednesday,0
2014.0,197,24,2025-03-08,460.06,3.0,92.01,368.05,55.0,292.82,Delivered,Cash,147.01,23.0,Coupon Order,2025-03,Saturday,0
2015.0,245,11,2025-01-25,310.02,,0.0,310.02,45.0,172.81,Delivered,Cash,122.51,90.51,Non-Coupon Order,2025-01,Saturday,0
2016.0,126,8,2025-10-21,455.96,,0.0,455.96,0.0,283.66,Delivered,Wallet,91.19,59.19,Non-Coupon Order,2025-10,Tuesday,0
2017.0,225,29,2025-07-01,2077.28,5.0,200.0,1877.28,45.0,1202.62,Delivered,Wallet,502.0,270.0,Coupon Order,2025-07,Tuesday,0
2018.0,125,29,2025-09-01,596.29,,0.0,596.29,25.0,337.43,Delivered,Cash,156.18,124.18,Non-Coupon Order,2025-09,Monday,0
2019.0,266,7,2025-04-29,1053.78,,0.0,1053.78,45.0,630.81,Delivered,Card,255.76,223.76,Non-Coupon Order,2025-04,Tuesday,0
2020.0,257,29,2025-12-10,691.2,,0.0,691.2,55.0,386.13,Delivered,Upi,207.06,175.06,Non-Coupon Order,2025-12,Wednesday,0
2021.0,245,29,2025-06-18,323.83,,0.0,323.83,25.0,170.62,Delivered,Cash,96.24,64.24,Non-Coupon Order,2025-06,Wednesday,0
2022.0,77,21,2025-10-09,621.06,,0.0,621.06,0.0,396.92,Delivered,Wallet,111.79,79.79,Non-Coupon Order,2025-10,Thursday,0
2023.0,277,26,2025-03-21,609.45,,0.0,609.45,55.0,333.68,Delivered,Upi,207.36,175.36,Non-Coupon Order,2025-03,Friday,0
2024.0,169,5,2025-04-20,316.25,,0.0,316.25,35.0,180.2,Delivered,Card,98.25,66.25,Non-Coupon Order,2025-04,Sunday,0
2025.0,127,27,2025-12-29,845.74,,0.0,845.74,45.0,467.97,Delivered,Card,231.06,199.06,Non-Coupon Order,2025-12,Monday,0
2026.0,76,15,2025-03-12,684.76,,0.0,684.76,55.0,438.05,Delivered,Cash,191.95,159.95,Non-Coupon Order,2025-03,Wednesday,0
2027.0,118,21,2025-02-05,259.74,,0.0,259.74,25.0,135.68,Delivered,Cash,71.75,39.75,Non-Coupon Order,2025-02,Wednesday,0
2028.0,20,18,2025-10-27,578.25,,0.0,578.25,0.0,316.09,Delivered,Card,104.09,72.09,Non-Coupon Order,2025-10,Monday,0
2029.0,128,10,2025-06-18,807.43,6.0,75.0,732.43,25.0,477.08,Delivered,Card,170.34,63.34,Coupon Order,2025-06,Wednesday,0
2031.0,37,8,2025-04-10,508.71,,0.0,508.71,0.0,283.27,Delivered,Upi,101.74,69.74,Non-Coupon Order,2025-04,Thursday,0
2032.0,230,7,2025-04-09,1112.32,,0.0,1112.32,55.0,615.04,Delivered,Wallet,277.46,245.46,Non-Coupon Order,2025-04,Wednesday,0
2033.0,211,26,2025-08-29,544.83,,0.0,544.83,55.0,318.59,Delivered,Upi,191.21,159.21,Non-Coupon Order,2025-08,Friday,0
2034.0,247,6,2025-01-08,548.36,,0.0,548.36,0.0,349.67,Delivered,Card,109.67,77.67,Non-Coupon Order,2025-01,Wednesday,0
2035.0,286,21,2025-06-09,331.13,,0.0,331.13,0.0,185.56,Delivered,Wallet,59.6,27.6,Non-Coupon Order,2025-06,Monday,0
2036.0,159,16,2025-03-29,813.83,3.0,120.0,693.83,35.0,480.89,Delivered,Upi,197.77,45.77,Coupon Order,2025-03,Saturday,0
2037.0,219,25,2025-01-10,268.49,,0.0,268.49,0.0,144.74,Delivered,Card,59.07,27.07,Non-Coupon Order,2025-01,Friday,0
2038.0,173,5,2025-11-10,993.75,,0.0,993.75,45.0,565.05,Delivered,Wallet,243.75,211.75,Non-Coupon Order,2025-11,Monday,0
2039.0,154,2,2025-04-29,265.32,,0.0,265.32,25.0,158.7,Delivered,Cash,72.76,40.76,Non-Coupon Order,2025-04,Tuesday,0
2040.0,104,26,2025-02-13,400.88,,0.0,400.88,55.0,216.99,Delivered,Upi,155.22,123.22,Non-Coupon Order,2025-02,Thursday,0
2041.0,82,28,2025-11-08,345.37,,0.0,345.37,55.0,214.38,Delivered,Upi,141.34,109.34,Non-Coupon Order,2025-11,Saturday,0
2043.0,93,14,2025-08-18,819.83,,0.0,819.83,55.0,453.42,Delivered,Wallet,259.96,227.96,Non-Coupon Order,2025-08,Monday,0
2044.0,21,24,2025-01-04,462.81,,0.0,462.81,25.0,273.34,Delivered,Cash,117.56,85.56,Non-Coupon Order,2025-01,Saturday,0
2045.0,17,27,2025-08-14,298.41,,0.0,298.41,0.0,156.61,Delivered,Upi,65.65,33.65,Non-Coupon Order,2025-08,Thursday,0
2046.0,65,22,2025-01-09,510.47,,0.0,510.47,25.0,271.01,Delivered,Upi,152.62,120.62,Non-Coupon Order,2025-01,Thursday,0
2047.0,116,21,2025-07-19,236.64,,0.0,236.64,35.0,138.79,Delivered,Wallet,77.6,45.6,Non-Coupon Order,2025-07,Saturday,0
2048.0,241,16,2025-06-01,376.07,,0.0,376.07,55.0,217.25,Delivered,Wallet,130.21,98.21,Non-Coupon Order,2025-06,Sunday,0
2049.0,197,22,2025-06-25,778.61,,0.0,778.61,55.0,493.93,Delivered,Cash,249.65,217.65,Non-Coupon Order,2025-06,Wednesday,0
2050.0,84,7,2025-03-26,952.81,,0.0,952.81,45.0,567.69,Delivered,Card,235.56,203.56,Non-Coupon Order,2025-03,Wednesday,0
2051.0,283,25,2025-04-20,269.98,,0.0,269.98,0.0,172.55,Delivered,Cash,59.4,27.4,Non-Coupon Order,2025-04,Sunday,0
2052.0,159,7,2025-04-08,628.3,3.0,120.0,508.3,0.0,339.27,Delivered,Wallet,125.66,-26.34,Coupon Order,2025-04,Tuesday,0
2053.0,123,16,2025-03-13,1416.85,,0.0,1416.85,25.0,776.53,Delivered,Wallet,308.37,276.37,Non-Coupon Order,2025-03,Thursday,0
2054.0,10,12,2025-06-28,1070.89,,0.0,1070.89,55.0,612.08,Delivered,Card,322.72,290.72,Non-Coupon Order,2025-06,Saturday,0
2055.0,109,18,2025-09-19,1186.51,,0.0,1186.51,35.0,744.36,Delivered,Wallet,248.57,216.57,Non-Coupon Order,2025-09,Friday,0
2056.0,1,27,2025-12-26,524.79,,0.0,524.79,0.0,298.24,Delivered,Cash,115.45,83.45,Non-Coupon Order,2025-12,Friday,0
2057.0,285,15,2025-10-09,527.54,,0.0,527.54,35.0,313.05,Delivered,Cash,140.51,108.51,Non-Coupon Order,2025-10,Thursday,0
2058.0,51,19,2025-12-17,736.28,2.0,100.0,636.28,35.0,449.04,Delivered,Card,196.98,64.98,Coupon Order,2025-12,Wednesday,0
2059.0,284,20,2025-03-24,512.41,,0.0,512.41,0.0,302.81,Delivered,Cash,102.48,70.48,Non-Coupon Order,2025-03,Monday,0
2060.0,235,12,2025-06-29,580.21,,0.0,580.21,25.0,349.78,Delivered,Wallet,170.05,138.05,Non-Coupon Order,2025-06,Sunday,0
2061.0,122,14,2025-11-30,525.47,,0.0,525.47,55.0,333.69,Delivered,Card,186.37,154.37,Non-Coupon Order,2025-11,Sunday,0
2062.0,278,25,2025-10-11,353.12,,0.0,353.12,0.0,209.85,Delivered,Wallet,77.69,45.69,Non-Coupon Order,2025-10,Saturday,0
2063.0,288,5,2025-06-13,771.27,,0.0,771.27,25.0,415.93,Delivered,Cash,179.25,147.25,Non-Coupon Order,2025-06,Friday,0
2064.0,15,5,2025-05-21,1037.65,,0.0,1037.65,0.0,646.29,Delivered,Card,207.53,175.53,Non-Coupon Order,2025-05,Wednesday,0
2065.0,36,24,2025-08-31,441.89,,0.0,441.89,25.0,274.58,Delivered,Wallet,113.38,81.38,Non-Coupon Order,2025-08,Sunday,0
2066.0,10,2,2025-02-11,967.66,,0.0,967.66,45.0,592.28,Delivered,Cash,219.18,187.18,Non-Coupon Order,2025-02,Tuesday,0
2067.0,49,27,2025-12-19,571.38,,0.0,571.38,0.0,364.28,Delivered,Wallet,125.7,93.7,Non-Coupon Order,2025-12,Friday,0
2068.0,20,17,2025-02-08,554.27,,0.0,554.27,25.0,309.18,Delivered,Wallet,135.85,103.85,Non-Coupon Order,2025-02,Saturday,0
2069.0,59,7,2025-11-13,367.69,,0.0,367.69,25.0,233.55,Delivered,Cash,98.54,66.54,Non-Coupon Order,2025-11,Thursday,0
2070.0,272,12,2025-09-25,460.19,,0.0,460.19,25.0,251.32,Delivered,Cash,140.05,108.05,Non-Coupon Order,2025-09,Thursday,0
2071.0,169,1,2025-05-16,401.53,,0.0,401.53,35.0,251.15,Delivered,Card,123.34,91.34,Non-Coupon Order,2025-05,Friday,0
2072.0,143,6,2025-07-16,467.79,,0.0,467.79,35.0,253.6,Delivered,Upi,128.56,96.56,Non-Coupon Order,2025-07,Wednesday,0
2073.0,149,19,2025-02-16,1094.55,,0.0,1094.55,35.0,580.16,Delivered,Wallet,275.8,243.8,Non-Coupon Order,2025-02,Sunday,0
2074.0,263,28,2025-12-12,3298.68,,0.0,3298.68,25.0,1740.59,Delivered,Wallet,849.67,817.67,Non-Coupon Order,2025-12,Friday,0
2075.0,274,8,2025-11-30,254.84,,0.0,254.84,0.0,141.86,Delivered,Card,50.97,18.97,Non-Coupon Order,2025-11,Sunday,0
2076.0,210,28,2025-07-02,349.22,,0.0,349.22,45.0,219.53,Delivered,Upi,132.31,100.31,Non-Coupon Order,2025-07,Wednesday,0
2077.0,127,7,2025-03-21,404.5,,0.0,404.5,45.0,217.95,Delivered,Cash,125.9,93.9,Non-Coupon Order,2025-03,Friday,0
2078.0,64,20,2025-03-12,221.47,,0.0,221.47,35.0,139.05,Delivered,Card,79.29,47.29,Non-Coupon Order,2025-03,Wednesday,0
2079.0,173,14,2025-10-20,957.62,,0.0,957.62,45.0,603.87,Delivered,Upi,284.4,252.4,Non-Coupon Order,2025-10,Monday,0
2080.0,114,11,2025-05-03,2201.23,,0.0,2201.23,45.0,1260.59,Delivered,Wallet,595.31,563.31,Non-Coupon Order,2025-05,Saturday,0
2081.0,122,23,2025-10-12,222.92,,0.0,222.92,25.0,132.51,Delivered,Card,65.13,33.13,Non-Coupon Order,2025-10,Sunday,0
2082.0,135,7,2025-08-10,610.35,4.0,35.0,575.35,0.0,317.8,Delivered,Upi,122.07,55.07,Coupon Order,2025-08,Sunday,0
2083.0,201,11,2025-01-16,397.3,,0.0,397.3,0.0,252.3,Delivered,Upi,99.33,67.33,Non-Coupon Order,2025-01,Thursday,0
2084.0,226,25,2025-07-02,264.43,,0.0,264.43,45.0,153.96,Delivered,Card,103.17,71.17,Non-Coupon Order,2025-07,Wednesday,0
2085.0,297,29,2025-05-30,406.4,,0.0,406.4,55.0,246.23,Delivered,Card,144.41,112.41,Non-Coupon Order,2025-05,Friday,0
2086.0,296,20,2025-03-06,468.73,,0.0,468.73,35.0,247.19,Delivered,Upi,128.75,96.75,Non-Coupon Order,2025-03,Thursday,0
2088.0,181,28,2025-01-09,504.76,,0.0,504.76,35.0,264.6,Delivered,Cash,161.19,129.19,Non-Coupon Order,2025-01,Thursday,0
2089.0,118,11,2025-10-02,279.67,,0.0,279.67,25.0,172.27,Delivered,Wallet,94.92,62.92,Non-Coupon Order,2025-10,Thursday,0
2090.0,94,13,2025-06-13,578.18,,0.0,578.18,35.0,362.65,Delivered,Upi,162.2,130.2,Non-Coupon Order,2025-06,Friday,0
2091.0,52,28,2025-12-27,585.8,,0.0,585.8,55.0,354.78,Delivered,Cash,201.45,169.45,Non-Coupon Order,2025-12,Saturday,0
2092.0,43,19,2025-12-10,352.2,,0.0,352.2,55.0,193.28,Delivered,Wallet,132.48,100.48,Non-Coupon Order,2025-12,Wednesday,0
2093.0,110,26,2025-07-01,325.82,,0.0,325.82,55.0,206.93,Delivered,Card,136.45,104.45,Non-Coupon Order,2025-07,Tuesday,0
2094.0,144,25,2025-01-26,324.79,,0.0,324.79,55.0,179.98,Delivered,Cash,126.45,94.45,Non-Coupon Order,2025-01,Sunday,0
2095.0,74,9,2025-10-23,321.98,,0.0,321.98,55.0,185.75,Delivered,Cash,112.96,80.96,Non-Coupon Order,2025-10,Thursday,0
2096.0,128,8,2025-03-10,570.44,,0.0,570.44,45.0,342.65,Delivered,Card,159.09,127.09,Non-Coupon Order,2025-03,Monday,0
2097.0,211,29,2025-06-14,919.29,,0.0,919.29,25.0,530.31,Delivered,Card,227.24,195.24,Non-Coupon Order,2025-06,Saturday,0
2098.0,205,12,2025-10-13,728.69,,0.0,728.69,0.0,400.01,Delivered,Wallet,182.17,150.17,Non-Coupon Order,2025-10,Monday,0
2099.0,110,1,2025-06-15,798.72,,0.0,798.72,45.0,442.9,Delivered,Upi,220.72,188.72,Non-Coupon Order,2025-06,Sunday,0
2100.0,234,11,2025-03-06,710.56,,0.0,710.56,55.0,416.89,Delivered,Upi,232.64,200.64,Non-Coupon Order,2025-03,Thursday,0
2101.0,207,16,2025-05-04,246.86,,0.0,246.86,45.0,151.92,Delivered,Wallet,94.37,62.37,Non-Coupon Order,2025-05,Sunday,0
2102.0,257,6,2025-05-17,621.9,,0.0,621.9,35.0,348.4,Delivered,Cash,159.38,127.38,Non-Coupon Order,2025-05,Saturday,0
2103.0,18,11,2025-04-03,517.0,,0.0,517.0,0.0,312.76,Delivered,Upi,129.25,97.25,Non-Coupon Order,2025-04,Thursday,0
2104.0,223,12,2025-10-08,310.29,,0.0,310.29,55.0,178.58,Delivered,Wallet,132.57,100.57,Non-Coupon Order,2025-10,Wednesday,0
2105.0,167,19,2025-09-25,403.66,,0.0,403.66,55.0,229.5,Delivered,Cash,143.81,111.81,Non-Coupon Order,2025-09,Thursday,0
2106.0,71,9,2025-07-16,462.41,,0.0,462.41,55.0,290.99,Delivered,Card,138.23,106.23,Non-Coupon Order,2025-07,Wednesday,0
2107.0,240,18,2025-04-03,520.75,,0.0,520.75,0.0,285.61,Delivered,Upi,93.74,61.74,Non-Coupon Order,2025-04,Thursday,0
2109.0,211,9,2025-09-30,990.1,4.0,45.0,945.1,0.0,520.99,Delivered,Upi,178.22,101.22,Coupon Order,2025-09,Tuesday,0
2110.0,215,9,2025-12-04,224.37,,0.0,224.37,35.0,133.89,Delivered,Card,75.39,43.39,Non-Coupon Order,2025-12,Thursday,0
2111.0,148,12,2025-03-29,654.81,,0.0,654.81,0.0,359.12,Delivered,Card,163.7,131.7,Non-Coupon Order,2025-03,Saturday,0
2112.0,113,15,2025-12-12,692.46,,0.0,692.46,45.0,398.87,Delivered,Upi,183.49,151.49,Non-Coupon Order,2025-12,Friday,0
2113.0,84,29,2025-07-25,641.56,,0.0,641.56,45.0,334.16,Delivered,Upi,186.14,154.14,Non-Coupon Order,2025-07,Friday,0
2114.0,116,23,2025-02-02,463.69,,0.0,463.69,45.0,261.08,Delivered,Cash,128.46,96.46,Non-Coupon Order,2025-02,Sunday,0
2115.0,261,26,2025-10-29,636.53,,0.0,636.53,55.0,370.09,Delivered,Cash,214.13,182.13,Non-Coupon Order,2025-10,Wednesday,0
2116.0,134,22,2025-03-24,717.05,,0.0,717.05,55.0,402.61,Delivered,Card,234.26,202.26,Non-Coupon Order,2025-03,Monday,0
2117.0,267,10,2025-04-03,507.7,,0.0,507.7,45.0,272.21,Delivered,Cash,136.39,104.39,Non-Coupon Order,2025-04,Thursday,0
2118.0,55,23,2025-04-06,390.52,,0.0,390.52,55.0,225.85,Delivered,Card,125.29,93.29,Non-Coupon Order,2025-04,Sunday,0
2119.0,13,29,2025-11-22,291.96,,0.0,291.96,25.0,172.73,Delivered,Upi,89.23,57.23,Non-Coupon Order,2025-11,Saturday,0
2120.0,98,12,2025-11-12,471.22,,0.0,471.22,35.0,273.4,Delivered,Card,152.81,120.81,Non-Coupon Order,2025-11,Wednesday,0
2121.0,5,17,2025-03-23,679.22,,0.0,679.22,35.0,419.93,Delivered,Upi,170.84,138.84,Non-Coupon Order,2025-03,Sunday,0
2122.0,293,14,2025-06-29,283.36,,0.0,283.36,25.0,162.44,Delivered,Card,95.84,63.84,Non-Coupon Order,2025-06,Sunday,0
2123.0,231,6,2025-01-12,455.96,,0.0,455.96,25.0,242.04,Delivered,Card,116.19,84.19,Non-Coupon Order,2025-01,Sunday,0
2125.0,254,5,2025-03-14,290.59,,0.0,290.59,45.0,172.52,Delivered,Cash,103.12,71.12,Non-Coupon Order,2025-03,Friday,0
2126.0,178,19,2025-02-08,815.8,,0.0,815.8,35.0,459.38,Delivered,Wallet,214.48,182.48,Non-Coupon Order,2025-02,Saturday,0
2127.0,183,7,2025-05-26,472.89,,0.0,472.89,45.0,267.05,Delivered,Upi,139.58,107.58,Non-Coupon Order,2025-05,Monday,0
2128.0,127,19,2025-10-17,1091.18,7.0,250.0,841.18,0.0,606.29,Delivered,Upi,240.06,-41.94,Coupon Order,2025-10,Friday,0
2129.0,212,15,2025-12-03,273.82,,0.0,273.82,45.0,152.18,Delivered,Wallet,99.76,67.76,Non-Coupon Order,2025-12,Wednesday,0
2130.0,53,7,2025-06-24,429.38,,0.0,429.38,0.0,227.77,Delivered,Upi,85.88,53.88,Non-Coupon Order,2025-06,Tuesday,0
2131.0,53,14,2025-09-08,412.98,,0.0,412.98,0.0,257.07,Delivered,Upi,103.25,71.25,Non-Coupon Order,2025-09,Monday,0
2132.0,243,7,2025-03-11,545.79,,0.0,545.79,45.0,312.54,Delivered,Wallet,154.16,122.16,Non-Coupon Order,2025-03,Tuesday,0
2133.0,175,6,2025-05-19,681.88,,0.0,681.88,0.0,392.86,Delivered,Cash,136.38,104.38,Non-Coupon Order,2025-05,Monday,0
2134.0,203,6,2025-10-31,708.04,,0.0,708.04,25.0,411.45,Delivered,Wallet,166.61,134.61,Non-Coupon Order,2025-10,Friday,0
2135.0,197,20,2025-05-09,504.78,,0.0,504.78,45.0,311.41,Delivered,Wallet,145.96,113.96,Non-Coupon Order,2025-05,Friday,0
2136.0,74,25,2025-05-12,326.94,,0.0,326.94,55.0,180.65,Delivered,Cash,126.93,94.93,Non-Coupon Order,2025-05,Monday,0
2137.0,93,22,2025-10-19,465.93,,0.0,465.93,0.0,252.69,Delivered,Wallet,116.48,84.48,Non-Coupon Order,2025-10,Sunday,0
2138.0,249,12,2025-03-12,351.19,,0.0,351.19,45.0,195.67,Delivered,Cash,132.8,100.8,Non-Coupon Order,2025-03,Wednesday,0
2139.0,163,5,2025-05-12,437.41,,0.0,437.41,55.0,278.12,Delivered,Upi,142.48,110.48,Non-Coupon Order,2025-05,Monday,0
2140.0,205,12,2025-12-05,687.15,,0.0,687.15,55.0,413.5,Delivered,Card,226.79,194.79,Non-Coupon Order,2025-12,Friday,0
2141.0,36,23,2025-10-29,617.01,,0.0,617.01,0.0,322.4,Delivered,Wallet,111.06,79.06,Non-Coupon Order,2025-10,Wednesday,0
2142.0,156,29,2025-09-30,486.77,,0.0,486.77,55.0,293.62,Delivered,Card,162.09,130.09,Non-Coupon Order,2025-09,Tuesday,0
2143.0,53,12,2025-10-20,1410.02,,0.0,1410.02,35.0,771.74,Delivered,Cash,387.51,355.51,Non-Coupon Order,2025-10,Monday,0
2145.0,261,3,2025-08-10,387.39,8.0,132.48,254.91,35.0,208.1,Delivered,Card,131.85,-32.63,Coupon Order,2025-08,Sunday,0
2146.0,77,23,2025-11-07,429.96,,0.0,429.96,25.0,268.11,Delivered,Upi,102.39,70.39,Non-Coupon Order,2025-11,Friday,0
2147.0,290,1,2025-11-27,307.83,,0.0,307.83,0.0,169.09,Delivered,Wallet,67.72,35.72,Non-Coupon Order,2025-11,Thursday,0
2148.0,250,26,2025-04-14,670.44,,0.0,670.44,55.0,391.59,Delivered,Wallet,222.61,190.61,Non-Coupon Order,2025-04,Monday,0
2149.0,192,15,2025-04-11,270.03,,0.0,270.03,25.0,157.06,Delivered,Card,79.01,47.01,Non-Coupon Order,2025-04,Friday,0
2150.0,36,20,2025-01-08,690.66,,0.0,690.66,55.0,407.7,Delivered,Cash,193.13,161.13,Non-Coupon Order,2025-01,Wednesday,0
2151.0,232,24,2025-10-03,439.72,,0.0,439.72,45.0,264.33,Delivered,Wallet,132.94,100.94,Non-Coupon Order,2025-10,Friday,0
2152.0,22,7,2025-11-11,364.41,,0.0,364.41,35.0,230.82,Delivered,Cash,107.88,75.88,Non-Coupon Order,2025-11,Tuesday,0
2153.0,272,11,2025-10-03,978.11,4.0,0.0,978.11,0.0,554.22,Delivered,Wallet,244.53,212.53,Non-Coupon Order,2025-10,Friday,0
2154.0,164,1,2025-04-04,618.73,,0.0,618.73,55.0,393.36,Delivered,Card,191.12,159.12,Non-Coupon Order,2025-04,Friday,0
2155.0,161,12,2025-11-08,422.71,,0.0,422.71,45.0,261.17,Delivered,Upi,150.68,118.68,Non-Coupon Order,2025-11,Saturday,0
2156.0,164,14,2025-08-28,790.65,,0.0,790.65,35.0,467.45,Delivered,Card,232.66,200.66,Non-Coupon Order,2025-08,Thursday,0
2157.0,3,29,2025-05-05,878.14,,0.0,878.14,35.0,505.4,Delivered,Cash,228.19,196.19,Non-Coupon Order,2025-05,Monday,0
2158.0,274,3,2025-12-27,283.3,,0.0,283.3,55.0,162.66,Delivered,Card,125.83,93.83,Non-Coupon Order,2025-12,Saturday,0
2159.0,164,5,2025-11-02,690.5,,0.0,690.5,45.0,368.86,Delivered,Upi,183.1,151.1,Non-Coupon Order,2025-11,Sunday,0
2160.0,17,24,2025-05-10,557.9,,0.0,557.9,25.0,325.68,Delivered,Card,136.58,104.58,Non-Coupon Order,2025-05,Saturday,0
2161.0,242,21,2025-08-16,898.33,,0.0,898.33,45.0,527.37,Delivered,Card,206.7,174.7,Non-Coupon Order,2025-08,Saturday,0
2162.0,172,7,2025-01-17,285.11,,0.0,285.11,45.0,164.42,Delivered,Upi,102.02,70.02,Non-Coupon Order,2025-01,Friday,0
2163.0,160,29,2025-05-02,1984.64,,0.0,1984.64,25.0,1237.59,Delivered,Wallet,461.62,429.62,Non-Coupon Order,2025-05,Friday,0
2164.0,19,17,2025-11-09,632.97,,0.0,632.97,55.0,351.9,Delivered,Card,181.59,149.59,Non-Coupon Order,2025-11,Sunday,0
2165.0,161,8,2025-07-12,526.48,,0.0,526.48,55.0,336.52,Delivered,Wallet,160.3,128.3,Non-Coupon Order,2025-07,Saturday,0
2166.0,6,13,2025-05-28,767.27,,0.0,767.27,35.0,450.24,Delivered,Cash,203.8,171.8,Non-Coupon Order,2025-05,Wednesday,0
2167.0,257,20,2025-09-13,448.36,,0.0,448.36,55.0,256.13,Delivered,Upi,144.67,112.67,Non-Coupon Order,2025-09,Saturday,0
2168.0,113,13,2025-06-25,273.31,,0.0,273.31,0.0,146.83,Delivered,Card,60.13,28.13,Non-Coupon Order,2025-06,Wednesday,0
2169.0,209,3,2025-01-19,384.97,,0.0,384.97,45.0,229.36,Delivered,Card,141.24,109.24,Non-Coupon Order,2025-01,Sunday,0
2170.0,168,4,2025-07-06,588.89,,0.0,588.89,55.0,344.91,Delivered,Cash,161.0,129.0,Non-Coupon Order,2025-07,Sunday,0
2171.0,234,21,2025-05-23,1706.38,,0.0,1706.38,55.0,1028.19,Delivered,Upi,362.15,330.15,Non-Coupon Order,2025-05,Friday,0
2173.0,94,17,2025-11-17,789.2,,0.0,789.2,25.0,417.92,Delivered,Upi,182.84,150.84,Non-Coupon Order,2025-11,Monday,0
2174.0,103,7,2025-10-24,238.21,,0.0,238.21,0.0,139.93,Delivered,Wallet,47.64,15.64,Non-Coupon Order,2025-10,Friday,0
2175.0,25,7,2025-09-28,222.09,,0.0,222.09,35.0,126.73,Delivered,Card,79.42,47.42,Non-Coupon Order,2025-09,Sunday,0
2176.0,231,3,2025-02-15,831.55,,0.0,831.55,55.0,473.37,Delivered,Cash,262.89,230.89,Non-Coupon Order,2025-02,Saturday,0
2177.0,11,22,2025-03-16,456.36,,0.0,456.36,0.0,286.01,Delivered,Card,114.09,82.09,Non-Coupon Order,2025-03,Sunday,0
2179.0,91,27,2025-10-11,990.82,,0.0,990.82,0.0,606.1,Delivered,Card,217.98,185.98,Non-Coupon Order,2025-10,Saturday,0
2180.0,72,6,2025-07-03,703.73,,0.0,703.73,45.0,442.41,Delivered,Wallet,185.75,153.75,Non-Coupon Order,2025-07,Thursday,0
2181.0,15,18,2025-01-02,224.28,,0.0,224.28,35.0,135.11,Delivered,Upi,75.37,43.37,Non-Coupon Order,2025-01,Thursday,0
